uniprot	swissprot	name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
P28472	GBRB3_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
P31644	GBRA5_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
P34903	GBRA3_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
P47869	GBRA2_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
P47870	GBRB2_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
P48169	GBRA4_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
P78334	GBRE_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
Q16445	GBRA6_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
Q8N1C3	GBRG1_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
Q99928	GBRG3_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
Q9UN88	GBRT_HUMAN	metharbital			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL450	CCC1(CC)C(=O)NC(=O)N(C)C1=O	CHEMBL450
O00591	GBRP_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
O14764	GBRD_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P14867	GBRA1_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P18505	GBRB1_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P18507	GBRG2_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P28472	GBRB3_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P31644	GBRA5_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P34903	GBRA3_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P47869	GBRA2_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P47870	GBRB2_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P48169	GBRA4_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P78334	GBRE_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
Q16445	GBRA6_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
Q8N1C3	GBRG1_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
Q99928	GBRG3_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
Q9UN88	GBRT_HUMAN	sevoflurane			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P57789	KCNKA_HUMAN	sevoflurane			OPENER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
Q7Z418	KCNKI_HUMAN	sevoflurane			OPENER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
O14649	KCNK3_HUMAN	sevoflurane			OPENER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
Q9NPC2	KCNK9_HUMAN	sevoflurane			OPENER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
O95069	KCNK2_HUMAN	sevoflurane			OPENER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694	FCOC(C(F)(F)F)C(F)(F)F	CHEMBL1200694
P14679	TYRO_HUMAN	monobenzone			INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1388	OC1=CC=C(OCC2=CC=CC=C2)C=C1	CHEMBL1388
P08913	ADA2A_HUMAN	tetryzoline			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1266	[H]C1(CCCC2=CC=CC=C12)C1=NCCN1	CHEMBL1266
P18089	ADA2B_HUMAN	tetryzoline			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1266	[H]C1(CCCC2=CC=CC=C12)C1=NCCN1	CHEMBL1266
P18825	ADA2C_HUMAN	tetryzoline			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1266	[H]C1(CCCC2=CC=CC=C12)C1=NCCN1	CHEMBL1266
P25100	ADA1D_HUMAN	tetryzoline			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1266	[H]C1(CCCC2=CC=CC=C12)C1=NCCN1	CHEMBL1266
P35348	ADA1A_HUMAN	tetryzoline			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1266	[H]C1(CCCC2=CC=CC=C12)C1=NCCN1	CHEMBL1266
P35368	ADA1B_HUMAN	tetryzoline			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1266	[H]C1(CCCC2=CC=CC=C12)C1=NCCN1	CHEMBL1266
P08913	ADA2A_HUMAN	dexmedetomidine	8.82	EC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL778	C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1	CHEMBL778
O43497	CAC1G_HUMAN	methsuximide			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL697	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1	CHEMBL697
O95180	CAC1H_HUMAN	methsuximide			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL697	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1	CHEMBL697
Q9P0X4	CAC1I_HUMAN	methsuximide			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL697	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1	CHEMBL697
P35498	SCN1A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
P35499	SCN4A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q01118	SCN7A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q14524	SCN5A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q15858	SCN9A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q99250	SCN2A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q9NY46	SCN3A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q9UI33	SCNBA_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q9UQD0	SCN8A_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q9Y5Y9	SCNAA_HUMAN	ethotoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1095	CCN1C(=O)NC(C1=O)C1=CC=CC=C1	CHEMBL1095
Q01959	SC6A3_HUMAN	diethylpropion			INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1693	CCN(CC)C(C)C(=O)C1=CC=CC=C1	CHEMBL1693
P23975	SC6A2_HUMAN	diethylpropion			INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1693	CCN(CC)C(C)C(=O)C1=CC=CC=C1	CHEMBL1693
O43451	MGA_HUMAN	miglitol	6.0	Ki	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1561	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	CHEMBL1561
P10253	LYAG_HUMAN	miglitol	6.46	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1561	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	CHEMBL1561
P21397	AOFA_HUMAN	toloxatone	5.82	Ki	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/1546145	CC1=CC=CC(=C1)N1CC(CO)OC1=O	CHEMBL18116
O60706	ABCC9_HUMAN	minoxidil			OPENER	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/18258787	NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1	CHEMBL802
Q14654	KCJ11_HUMAN	minoxidil			OPENER	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/18258787	NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1	CHEMBL802
Q14432	PDE3A_HUMAN	milrinone	6.36	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL189	CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1	CHEMBL189
P07550	ADRB2_HUMAN	orciprenaline	6.3	Kd	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL776	CC(C)NCC(O)C1=CC(O)=CC(O)=C1	CHEMBL776
P07550	ADRB2_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P08588	ADRB1_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P08913	ADA2A_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P13945	ADRB3_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P18089	ADA2B_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P18825	ADA2C_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P25100	ADA1D_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P35348	ADA1A_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P35368	ADA1B_HUMAN	droxidopa			AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	CHEMBL2103827
P35498	SCN1A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
P35499	SCN4A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q01118	SCN7A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q14524	SCN5A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q15858	SCN9A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q99250	SCN2A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q9NY46	SCN3A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q9UI33	SCNBA_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q9UQD0	SCN8A_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
Q9Y5Y9	SCNAA_HUMAN	phenazopyridine			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1242	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	CHEMBL1242
O75899	GABR2_HUMAN	baclofen	7.46	IC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL701	NCC(CC(O)=O)C1=CC=C(Cl)C=C1	CHEMBL701
Q9UBS5	GABR1_HUMAN	baclofen	7.46	IC50	AGONIST	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL701	NCC(CC(O)=O)C1=CC=C(Cl)C=C1	CHEMBL701
P00390	GSHR_HUMAN	carmustine	5.09	IC50	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL513	ClCCNC(=O)N(CCCl)N=O	CHEMBL513
P35498	SCN1A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
P35499	SCN4A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q01118	SCN7A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q14524	SCN5A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q15858	SCN9A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q99250	SCN2A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q9NY46	SCN3A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q9UI33	SCNBA_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q9UQD0	SCN8A_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
Q9Y5Y9	SCNAA_HUMAN	mephenytoin			BLOCKER	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL861	CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	CHEMBL861
P00918	CAH2_HUMAN	acetazolamide	8.48	Ki	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL20	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	CHEMBL20
O43570	CAH12_HUMAN	acetazolamide	8.6	Ki	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL20	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	CHEMBL20
P22748	CAH4_HUMAN	acetazolamide	7.96	Ki	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL20	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	CHEMBL20
P00915	CAH1_HUMAN	acetazolamide	7.92	Ki	INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL20	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	CHEMBL20
P11511	CP19A_HUMAN	fadrozole	10.3	Ki	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/2521224	N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12	CHEMBL9298
O00591	GBRP_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
O14764	GBRD_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P14867	GBRA1_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P18505	GBRB1_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P18507	GBRG2_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P28472	GBRB3_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P31644	GBRA5_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P34903	GBRA3_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P47869	GBRA2_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P47870	GBRB2_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P48169	GBRA4_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P78334	GBRE_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
Q16445	GBRA6_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
Q8N1C3	GBRG1_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
Q99928	GBRG3_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
Q9UN88	GBRT_HUMAN	talbutal			POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200802	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	CHEMBL1200802
P20711	DDC_HUMAN	carbidopa			INHIBITOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200748	C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O	CHEMBL1200748
P28472	GBRB3_HUMAN	pentobarbital	4.06	IC50	POSITIVE ALLOSTERIC MODULATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL448	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	CHEMBL448
P15538	C11B1_HUMAN	metyrapone	7.84	IC50	INHIBITOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/012911Orig1s033lbl.pdf	CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1	CHEMBL934
O75343	GCYB2_HUMAN	glyceryl trinitrate			ACTIVATOR	CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL730	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O	CHEMBL730
