"trastuzumab emtansine"	"Immunotoxin that consists of humanized monoclonal anti-HER2 antibody TRASTUZUMAB covalently linked to anti-microtubule agent MAYTANSINOID DM1 for treatment of metastatic breast cancer in patients who previously received trastuzumab and a TAXANES, separately or in combination."
bacampicillin	"ester prodrug that is hydrolyzed to ampicillin after its absorption from the gastrointestinal tract; RN given refers to parent cpd; structure"
trimetaphan	"A nicotinic antagonist that has been used as a ganglionic blocker in hypertension, as an adjunct to anesthesia, and to induce hypotension during surgery."
tavaborole	"The mechanism of action of tavaborole is inhibition of fungal protein synthesis. Tavaborole inhibits protein synthesis by inhibition of an aminoacyl-transfer ribonucleic acid (tRNA) synthetase (AARS).Tavaborole has been shown to be active against most strains of the following microorganisms, both in vitro and in clinical infections."
pentostatin	"A potent inhibitor of ADENOSINE DEAMINASE. The drug induces APOPTOSIS of LYMPHOCYTES, and is used in the treatment of many lymphoproliferative malignancies, particularly HAIRY CELL LEUKEMIA. It is also synergistic with some other antineoplastic agents and has immunosuppressive activity."
carbidopa	"An inhibitor of DOPA DECARBOXYLASE that prevents conversion of LEVODOPA to dopamine. It is used in PARKINSON DISEASE to reduce peripheral adverse effects of LEVODOPA. It has no anti-parkinson activity by itself."
etoricoxib	"A sulfone and pyridine derivative that acts as a cyclooxygenase-2 inhibitor. It is used as a NSAID for the treatment of pain associated with RHEUMATOID ARTHRITIS and ANKYLOSING SPONDYLITIS. It is also used for the short-term treatment of moderate postoperative dental pain."
nilutamide	"Nilutamide ia a nonsteroidal, orally active antiandrogen. Nilutamide has demonstrated antiandrogenic activity without other hormonal (estrogen, progesterone, mineralocorticoid, and glucocorticoid) effects. In vitro, nilutamide blocks the effects of testosterone at the androgen receptor level. In vivo, nilutamide interacts with the androgen receptor and prevents the normal androgenic response."
lenalidomide	"Lenalidomide is an analogue of thalidomide with immunomodulatory, antiangiogenic, and antineoplastic properties. Lenalidomide inhibits proliferation and induces apoptosis of certain hematopoietic tumor cells including multiple myeloma, mantle cell lymphoma, and del (5q) myelodysplastic syndromes in vitro. Lenalidomide causes a delay in tumor growth in some in vivo nonclinical hematopoietic tumor models including multiple myeloma. Immunomodulatory properties of lenalidomide include activation of T cells and natural killer (NK) cells, increased numbers of NKT cells, and inhibition of pro-inflammatory cytokines (e.g., TNF-alpha and IL-6) by monocytes. In multiple myeloma cells, the combination of lenalidomide and dexamethasone synergizes the inhibition of cell proliferation and the induction of apoptosis."
scopolamine	"An alkaloid from SOLANACEAE, especially DATURA and SCOPOLIA. Scopolamine and its quaternary derivatives act as antimuscarinics like ATROPINE, but may have more central nervous system effects. Its many uses include an anesthetic premedication, the treatment of URINARY INCONTINENCE and MOTION SICKNESS, an antispasmodic, and a mydriatic and cycloplegic."
ripasudil	"Rho-associated kinase inhibitor for the treatment of glaucoma and ocular hypertension"
sulpiride	"A dopamine D2-receptor antagonist. It has been used therapeutically as an antidepressant, antipsychotic, and as a digestive aid. (From Merck Index, 11th ed)"
acetylmethadol	"A narcotic analgesic with a long onset and duration of action."
molindone	"An indole derivative effective in schizophrenia and other psychoses and possibly useful in the treatment of the aggressive type of undersocialized conduct disorder. Molindone has much lower affinity for D2 receptors than most antipsychotic agents and has a relatively low affinity for D1 receptors. It has only low to moderate affinity for cholinergic and alpha-adrenergic receptors. Some electrophysiologic data from animals indicate that molindone has certain characteristics that resemble those of CLOZAPINE. (From AMA Drug Evaluations Annual, 1994, p283)"
propylthiouracil	"A thiourea antithyroid agent. Propythiouracil inhibits the synthesis of thyroxine and inhibits the peripheral conversion of throxine to tri-iodothyronine. It is used in the treatment of hyperthyroidism. (From Martindale, The Extra Pharmacopeoia, 30th ed, p534)"
aprindine	"A class Ib anti-arrhythmia agent used to manage ventricular and supraventricular arrhythmias."
"carglumic acid"	"carglumic acid could be helpful in lowering plasma ammonia levels over 400 micromol/L more rapidly"
orciprenaline	"A beta-2 adrenergic agonist used in the treatment of ASTHMA and BRONCHIAL SPASM."
didanosine	"A dideoxynucleoside compound in which the 3'-hydroxy group on the sugar moiety has been replaced by a hydrogen. This modification prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. Didanosine is a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA by binding to reverse transcriptase; ddI is then metabolized to dideoxyadenosine triphosphate, its putative active metabolite."
silodosin	"an alpha(1a)-adrenoceptor-selective antagonist; structure given in first source"
eluxadoline	"Eluxadoline is a mu-opioid receptor agonist; eluxadoline is also a delta opioid receptor antagonist and a kappa opioid receptor agonist. The binding affinities (Ki) of eluxadoline for the human mu and delta opioid receptors are 1.8 nM and 430 nM, respectively. The binding affinity (Ki) of eluxadoline for the human kappa opioid receptor has not been determined; however, the Ki for guinea pig cerebellum kappa opioid receptor is 55 nM. In animals, eluxadoline interacts with opioid receptors in the gut."
isocarboxazid	"An MAO inhibitor that is effective in the treatment of major depression, dysthymic disorder, and atypical depression. It also is useful in the treatment of panic disorder and the phobic disorders. (From AMA, Drug Evaluations Annual, 1994, p311)"
apomorphine	"A derivative of morphine that is a dopamine D2 agonist. It is a powerful emetic and has been used for that effect in acute poisoning. It has also been used in the diagnosis and treatment of parkinsonism, but its adverse effects limit its use."
norelgestromin	"transdermal hormonal contraceptive"
radotinib	"A second-generation tyrosine kinase inhibitor of Bcr-Abl fusion protein and the platelet-derived growth factor receptor (PDGFR), with potential antineoplastic activity. Upon administration, radotinib specifically inhibits the Bcr-Abl fusion protein, an abnormal enzyme expressed in Philadelphia chromosome-positive chronic myeloid leukemia (CML) cells. In addition, this agent also inhibits PDGFR thereby blocking PDGFR-mediated signal transduction pathways. The inhibitory effect of radotinib on these specific tyrosine kinases may decrease cellular proliferation and inhibit angiogenesis. This agent has shown potent efficacy in CML cells that are resistant to the first-generation standard tyrosine kinase inhibitors, such as imatinib, nilotinib and dasatinib."
mesalazine	"An anti-inflammatory agent, structurally related to the SALICYLATES, which is active in INFLAMMATORY BOWEL DISEASE. It is considered to be the active moiety of SULPHASALAZINE. (From Martindale, The Extra Pharmacopoeia, 30th ed)"
ketotifen	"A cycloheptathiophene blocker of histamine H1 receptors and release of inflammatory mediators. It has been proposed for the treatment of asthma, rhinitis, skin allergies, and anaphylaxis."
elagolix	"Elagolix is a GnRH receptor antagonist that inhibits endogenous GnRH signaling by binding competitively to GnRH receptors in the pituitary gland. Administration of ORILISSA results in dose-dependent suppression of luteinizing hormone (LH) and follicle-stimulating hormone (FSH), leading to decreased blood concentrations of the ovarian sex hormones, estradiol and progesterone."
"alclometasone dipropionate"	A prednisolone compound having an alpha-chloro substituent at the 7-position, an alpha-methyl substituent at the 16-position and O-propanoyl groups at the 17- and 21-positions.
nitazoxanide	"a 5-nitrothiazolyl derivative used for a broad range of intestinal parasitic infections including CRYPTOSPORIDIUM and GIARDIA; it is a redox-active nitrothiazolyl-salicylamide prodrug; structure given in first source"
buspirone	"An anxiolytic agent and serotonin receptor agonist belonging to the azaspirodecanedione class of compounds. Its structure is unrelated to those of the BENZODIAZAPINES, but it has an efficacy comparable to DIAZEPAM."
desogestrel	"A synthetic progestational hormone used often as the progestogenic component of combined oral contraceptive agents (ORAL CONTRACEPTIVES, COMBINED)."
fosinopril	"A phosphinic acid-containing angiotensin-converting enzyme inhibitor that is effective in the treatment of hypertension. It is a prodrug that is converted to its active metabolite fosinoprilat."
olaratumab	"Olaratumab is a human IgG1 antibody that binds platelet-derived growth factor receptor alpha (PDGFR-alpha). PDGFR-alpha is a receptor tyrosine kinase expressed on cells of mesenchymal origin. Signaling through this receptor plays a role in cell growth, chemotaxis, and mesenchymal stem cell differentiation. The receptor has also been detected on some tumor and stromal cells, including sarcomas, where signaling can contribute to cancer cell proliferation, metastasis, and maintenance of the tumor microenvironment. The interaction between olaratumab and PDGFR-alpha prevents binding of the receptor by the PDGF-AA and -BB ligands as well as PDGF-AA, -BB, and -CC-induced receptor activation and downstream PDGFR-alpha pathway signaling. Olaratumab exhibits in vitro and in vivo anti-tumor activity against selected sarcoma cell lines and disrupted the PDGFR-alpha signaling pathway in in vivo tumor implant models."
midazolam	"A short-acting hypnotic-sedative drug with anxiolytic and amnestic properties. It is used in dentistry, cardiac surgery, endoscopic procedures, as preanesthetic medication, and as an adjunct to local anesthesia. The short duration and cardiorespiratory stability makes it useful in poor-risk, elderly, and cardiac patients. It is water-soluble at pH less than 4 and lipid-soluble at physiological pH."
